,id,name,lat,lon,bikes
227,c08362564d4889e345bfaaa42da5fb4f,Sorauren Ave / Geoffrey St - SMART,43.649172,-79.4445087,11
228,c1375239981cfc9b3934e691cb9013bb,Bloor St W / Manning Ave - SMART,43.663912,-79.416124,17
229,dcbcf9c681fbd3e77dfbea6df0e070bc,Simcoe St / Wellington St W South,43.6458569,-79.3853654,14
230,29f79e7d7e4440c7554a3f3e3bae4f88,Mallon Ave / Jones Ave -SMART,43.66587,-79.33443,3
231,8d65a48806e799a8c2d5dcb77e97c1cb,Berkeley St / Dundas St E - SMART,43.658816,-79.367318,9
232,53fc6d540a0eac8fb9f5366572e53515,128 Sterling Rd - SMART,43.654004,-79.444792,11
233,049156f7c0e19a53a77d8310d93eed0c,Sunnyside Ave / The Queensway - SMART,43.6397,-79.44865,10
234,adaa360374ea04ae057eba2ca7ba3e5b,Sackville St / Eastern Ave - SMART,43.653809,-79.3595,2
235,8485289697ef258129b2437308511fcb,Davenport Rd / McAlpine St - SMART,43.673768,-79.391253,9
236,fb0ff514e9bb7798f0a682f36f644b05,Sumach St  / Queen St E,43.656638,-79.358749,17
237,4898d236bceda7c4cb9430c896669537,Blythwood Rd / Yonge St - SMART,43.716652,-79.399993,11
238,c835abf1540e63c50d5a879e5075387e,Gerrard St E / Main St,43.684261,-79.299332,10
239,32b476b39dacc23dda545c39ffb549cc,Southwood Dr / Kingston Rd - SMART,43.678685,-79.297974,7
240,de5dcf1ee9ccff065e01b4516b46f190,Neil McLellan Park,43.65143,-79.47779,6
241,8aa5c061e4ae37e2e05b05d04afadc2e,Jane St / Bloor St W (Jane Subway Station),43.64976,-79.48477,0
242,5f6ec96dda864a01fdf0c031b6a1b6d0,Antler St / Campbell Ave - SMART,43.664182,-79.449066,12
243,4a5734eee8c1c49197ffe9b992dd032a,Clarence Square,43.64407,-79.3929,7
244,ad299c229e85bba5b84af14933cfac77,Lake Shore Blvd W / Louisa St,43.61868,-79.48674,8
245,41466727730d71a0286376ef3675d282,Front St W / Simcoe St,43.6442,-79.38702,12
246,213541646a587196b1acb812a3d0a8ad,Lower Simcoe St / Bremner Blvd,43.64283,-79.38409,13
247,1a68bd75d5159c7cc33367b97ee8ab8e,Glendonwynne Rd / Bloor St W,43.65182,-79.47421,17
248,1dd10befe3fa0d7d7ebc657b9a01942b,Russell Hill Rd / St Clair Ave W,43.685569,-79.408019,15
249,41ead9c9a4a83459161794bfb1894c07,Church St / Lombard St,43.651678,-79.375233,1
250,888212c5d33ceed5acbab77b4e544689,Richmond St E / Yonge St,43.651838,-79.378743,14
251,189995604737e19f1b76cd3a3ff3aff9,Queen's Park Cres W / Hoskin Ave,43.665221,-79.394009,21
252,fe268f3f2f439d0016dc46605491078e,Pottery Rd / Lower Don River Trail,43.688148,-79.362101,4
253,70ad303e74f93aa2bfaea256b9b09753,Bleecker St / St James Ave,43.669232,-79.374495,10
254,a7cdbedefded6e117505bde22c24ef84,Western Battery Rd / Pirandello St,43.640075,-79.414156,16
255,fbcb8f44813b5f7eba282691176d9249,Carlaw Ave / Danforth Ave,43.678285,-79.347346,5
256,280ce4cfc4b101f3a8a08843e4a258d6,Cosburn Ave / Cedarvale Ave,43.697139,-79.31469,13
257,9d4f1f5d63ed3e297fc737908616f617,Goodwood Park Crt / Dentonia Park,43.694826,-79.295208,2
258,0729b25bcf663b7a2278f01d63b50fcf,Eastwood Rd / Coxwell Ave,43.673118,-79.318651,0
259,27e30ff4939a3992db39e99af9dfe172,Trent Ave / Danforth Ave,43.689293,-79.295895,21
260,675628c054189e3bce23785d6574a24d,Orchard Park,43.66908,-79.3149,0
261,32915794131e41a355ebee1ab9ad78fb,Clendenan Ave / Rowland St - SMART,43.66073,-79.47149,3
262,2af03519040730b7df9ecaea677a1bdb,Martin Goodman Trail / Remembrance Dr,43.63121,-79.41414,6
